name	strand	Assay title	ontology_curie	biosample_name	biosample_type	biosample_life_stage	data_source	endedness	genetically_modified	nonzero_mean	output_type	gtex_tissue	histone_mark	transcription_factor
UBERON:0002021 total RNA-seq	-	total RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	encode	paired	False	0.07937046885490417	OutputType.RNA_SEQ			
UBERON:0002037 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002037	cerebellum	tissue	embryonic	encode	paired	False	0.09561976045370102	OutputType.RNA_SEQ			
UBERON:0002037 total RNA-seq	-	total RNA-seq	UBERON:0002037	cerebellum	tissue	embryonic	encode	paired	False	0.04635050147771835	OutputType.RNA_SEQ			
UBERON:0002046 total RNA-seq	-	total RNA-seq	UBERON:0002046	thyroid gland	tissue	adult	encode	paired	False	0.07622677832841873	OutputType.RNA_SEQ			
UBERON:0002048 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002048	lung	tissue	adult	encode	paired	False	0.11917171627283096	OutputType.RNA_SEQ			
UBERON:0002048 total RNA-seq	-	total RNA-seq	UBERON:0002048	lung	tissue	embryonic	encode	paired	False	0.08134463429450989	OutputType.RNA_SEQ			
UBERON:0002078 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002078	right cardiac atrium	tissue	adult	encode	paired	False	0.10576710104942322	OutputType.RNA_SEQ			
UBERON:0002078 total RNA-seq	-	total RNA-seq	UBERON:0002078	right cardiac atrium	tissue	adult	encode	single	False	0.12184100598096848	OutputType.RNA_SEQ			
UBERON:0002079 total RNA-seq	-	total RNA-seq	UBERON:0002079	left cardiac atrium	tissue	adult	encode	single	False	0.15789535641670227	OutputType.RNA_SEQ			
UBERON:0002080 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002080	heart right ventricle	tissue	adult	encode	paired	False	0.17129531502723694	OutputType.RNA_SEQ			
UBERON:0002080 total RNA-seq	-	total RNA-seq	UBERON:0002080	heart right ventricle	tissue	adult	encode	single	False	0.1052015945315361	OutputType.RNA_SEQ			
UBERON:0002084 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002084	heart left ventricle	tissue	adult	encode	paired	False	0.13251028954982758	OutputType.RNA_SEQ			
UBERON:0002084 total RNA-seq	-	total RNA-seq	UBERON:0002084	heart left ventricle	tissue	adult	encode	paired	False	0.2699129581451416	OutputType.RNA_SEQ			
UBERON:0002097 total RNA-seq	-	total RNA-seq	UBERON:0002097	skin of body	tissue	embryonic	encode	paired	False	0.07668855786323547	OutputType.RNA_SEQ			
UBERON:0002099 total RNA-seq	-	total RNA-seq	UBERON:0002099	cardiac septum	tissue	adult	encode	single	False	0.200953409075737	OutputType.RNA_SEQ			
UBERON:0002106 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002106	spleen	tissue	adult	encode	paired	False	0.12643910944461823	OutputType.RNA_SEQ			
UBERON:0002106 total RNA-seq	-	total RNA-seq	UBERON:0002106	spleen	tissue	adult	encode	paired	False	0.08943069726228714	OutputType.RNA_SEQ			
UBERON:0002107 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002107	liver	tissue	child	encode	paired	False	0.37201911211013794	OutputType.RNA_SEQ			
UBERON:0002107 total RNA-seq	-	total RNA-seq	UBERON:0002107	liver	tissue	embryonic	encode	paired	False	0.1001405194401741	OutputType.RNA_SEQ			
UBERON:0002108 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002108	small intestine	tissue	adult	encode	paired	False	0.5083299279212952	OutputType.RNA_SEQ			
UBERON:0002113 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002113	kidney	tissue	adult	encode	paired	False	0.5964622497558594	OutputType.RNA_SEQ			
UBERON:0002113 total RNA-seq	-	total RNA-seq	UBERON:0002113	kidney	tissue	adult	encode	single	False	0.13756509125232697	OutputType.RNA_SEQ			
UBERON:0002168 total RNA-seq	-	total RNA-seq	UBERON:0002168	left lung	tissue	adult	encode	single	False	0.15085317194461823	OutputType.RNA_SEQ			
UBERON:0002170 total RNA-seq	-	total RNA-seq	UBERON:0002170	upper lobe of right lung	tissue	adult	encode	single	False	0.18277625739574432	OutputType.RNA_SEQ			
UBERON:0002171 total RNA-seq	-	total RNA-seq	UBERON:0002171	lower lobe of right lung	tissue	adult	encode	single	False	0.16713519394397736	OutputType.RNA_SEQ			
UBERON:0002190 total RNA-seq	-	total RNA-seq	UBERON:0002190	subcutaneous adipose tissue	tissue	adult	encode	paired	False	0.09430896490812302	OutputType.RNA_SEQ			
UBERON:0002240 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002240	spinal cord	tissue	embryonic	encode	paired	False	0.08339249342679977	OutputType.RNA_SEQ			
UBERON:0002240 total RNA-seq	-	total RNA-seq	UBERON:0002240	spinal cord	tissue	embryonic	encode	paired	False	0.06603524088859558	OutputType.RNA_SEQ			
UBERON:0002331 total RNA-seq	-	total RNA-seq	UBERON:0002331	umbilical cord	tissue	embryonic	encode	paired	False	0.04299703985452652	OutputType.RNA_SEQ			
UBERON:0002367 total RNA-seq	-	total RNA-seq	UBERON:0002367	prostate gland	tissue	adult	encode	paired	False	0.13585683703422546	OutputType.RNA_SEQ			
UBERON:0002369 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	encode	paired	False	0.10644026100635529	OutputType.RNA_SEQ			
UBERON:0002369 total RNA-seq	-	total RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	encode	paired	False	0.09952406585216522	OutputType.RNA_SEQ			
UBERON:0002370 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0002370	thymus	tissue	embryonic	encode	paired	False	0.13122648000717163	OutputType.RNA_SEQ			
UBERON:0002469 total RNA-seq	-	total RNA-seq	UBERON:0002469	esophagus mucosa	tissue	adult	encode	single	False	0.2322499006986618	OutputType.RNA_SEQ			
UBERON:0003124 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0003124	chorion	tissue	embryonic	encode	paired	False	0.08912248909473419	OutputType.RNA_SEQ			
UBERON:0004264 total RNA-seq	-	total RNA-seq	UBERON:0004264	lower leg skin	tissue	adult	encode	paired	False	0.12619370222091675	OutputType.RNA_SEQ			
UBERON:0004550 total RNA-seq	-	total RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	encode	paired	False	0.09521754086017609	OutputType.RNA_SEQ			
UBERON:0004648 total RNA-seq	-	total RNA-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	adult	encode	paired	False	0.1068030372262001	OutputType.RNA_SEQ			
UBERON:0004992 total RNA-seq	-	total RNA-seq	UBERON:0004992	mucosa of descending colon	tissue	adult	encode	single	False	0.10411433130502701	OutputType.RNA_SEQ			
UBERON:0005033 total RNA-seq	-	total RNA-seq	UBERON:0005033	mucosa of gallbladder	tissue	child	encode	single	False	0.1606866717338562	OutputType.RNA_SEQ			
UBERON:0006631 total RNA-seq	-	total RNA-seq	UBERON:0006631	right atrium auricular region	tissue	adult	encode	paired	False	0.196689173579216	OutputType.RNA_SEQ			
UBERON:0006920 total RNA-seq	-	total RNA-seq	UBERON:0006920	esophagus squamous epithelium	tissue	adult	encode	paired	False	0.09920122474431992	OutputType.RNA_SEQ			
UBERON:0007106 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0007106	chorionic villus	tissue	embryonic	encode	paired	False	0.06965987384319305	OutputType.RNA_SEQ			
UBERON:0008367 total RNA-seq	-	total RNA-seq	UBERON:0008367	breast epithelium	tissue	adult	encode	paired	False	0.07852068543434143	OutputType.RNA_SEQ			
UBERON:0008450 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:0008450	psoas muscle	tissue	adult	encode	paired	False	0.14193594455718994	OutputType.RNA_SEQ			
UBERON:0008450 total RNA-seq	-	total RNA-seq	UBERON:0008450	psoas muscle	tissue	adult	encode	single	False	0.19859784841537476	OutputType.RNA_SEQ			
UBERON:0008952 total RNA-seq	-	total RNA-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	encode	paired	False	0.0914291962981224	OutputType.RNA_SEQ			
UBERON:0008953 total RNA-seq	-	total RNA-seq	UBERON:0008953	lower lobe of left lung	tissue	adult	encode	single	False	0.10869968682527542	OutputType.RNA_SEQ			
UBERON:0008971 total RNA-seq	-	total RNA-seq	UBERON:0008971	left colon	tissue	adult	encode	single	False	0.1311025470495224	OutputType.RNA_SEQ			
UBERON:0009834 total RNA-seq	-	total RNA-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	adult	encode	single	False	0.03440511226654053	OutputType.RNA_SEQ			
UBERON:0010414 total RNA-seq	-	total RNA-seq	UBERON:0010414	omental fat pad	tissue	adult	encode	paired	False	0.08247236907482147	OutputType.RNA_SEQ			
UBERON:0011907 total RNA-seq	-	total RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	encode	paired	False	0.14263799786567688	OutputType.RNA_SEQ			
UBERON:0015143 total RNA-seq	-	total RNA-seq	UBERON:0015143	mesenteric fat pad	tissue	adult	encode	single	False	0.17646285891532898	OutputType.RNA_SEQ			
UBERON:0036149 total RNA-seq	-	total RNA-seq	UBERON:0036149	suprapubic skin	tissue	adult	encode	paired	False	0.10089779645204544	OutputType.RNA_SEQ			
UBERON:1000010 polyA plus RNA-seq	-	polyA plus RNA-seq	UBERON:1000010	mole	tissue	unknown	encode	paired	False	0.14376847445964813	OutputType.RNA_SEQ			
CL:0000100 total RNA-seq	.	total RNA-seq	CL:0000100	motor neuron	in_vitro_differentiated_cells	adult	encode	paired	False	0.036661237478256226	OutputType.RNA_SEQ			
CL:0000121 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000121	Purkinje cell	primary_cell	child	encode	single	False	0.37860918045043945	OutputType.RNA_SEQ			
CL:0000182 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000182	hepatocyte	in_vitro_differentiated_cells	embryonic	encode	single	False	0.21901962161064148	OutputType.RNA_SEQ			
CL:0000187 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000187	myocyte	in_vitro_differentiated_cells	adult	encode	paired	False	0.1964004784822464	OutputType.RNA_SEQ			
CL:0000192 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000192	smooth muscle cell	in_vitro_differentiated_cells	embryonic	encode	single	False	0.31745073199272156	OutputType.RNA_SEQ			
CL:0000312 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000312	keratinocyte	primary_cell	unknown	encode	paired	False	0.21481777727603912	OutputType.RNA_SEQ			
CL:0000515 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000515	skeletal muscle myoblast	primary_cell	unknown	encode	paired	False	0.4000442624092102	OutputType.RNA_SEQ			
CL:0000624 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary_cell	adult	encode	paired	False	0.13023579120635986	OutputType.RNA_SEQ			
CL:0000625 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary_cell	adult	encode	paired	False	0.12493370473384857	OutputType.RNA_SEQ			
CL:0000746 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000746	cardiac muscle cell	in_vitro_differentiated_cells	embryonic	encode	single	False	0.2051399201154709	OutputType.RNA_SEQ			
CL:0000788 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000788	naive B cell	primary_cell	unknown	encode	paired	False	0.23227384686470032	OutputType.RNA_SEQ			
CL:0000792 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary_cell	unknown	encode	paired	False	0.2904275953769684	OutputType.RNA_SEQ			
CL:0000823 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000823	immature natural killer cell	primary_cell	unknown	encode	paired	False	0.3934170603752136	OutputType.RNA_SEQ			
CL:0000895 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary_cell	unknown	encode	paired	False	0.36405277252197266	OutputType.RNA_SEQ			
CL:0000897 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000897	CD4-positive, alpha-beta memory T cell	primary_cell	unknown	encode	paired	False	0.3783103823661804	OutputType.RNA_SEQ			
CL:0000900 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	primary_cell	unknown	encode	paired	False	0.3450876772403717	OutputType.RNA_SEQ			
CL:0000909 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0000909	CD8-positive, alpha-beta memory T cell	primary_cell	unknown	encode	paired	False	0.5657815933227539	OutputType.RNA_SEQ			
CL:0001053 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0001053	IgD-negative memory B cell	primary_cell	unknown	encode	paired	False	0.5707902908325195	OutputType.RNA_SEQ			
CL:0001054 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0001054	CD14-positive monocyte	primary_cell	unknown	encode	paired	False	0.6615868806838989	OutputType.RNA_SEQ			
CL:0001059 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary_cell	adult	encode	paired	False	0.17284150421619415	OutputType.RNA_SEQ			
CL:0002553 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0002553	fibroblast of lung	primary_cell	unknown	encode	paired	False	0.46712785959243774	OutputType.RNA_SEQ			
CL:0002618 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary_cell	newborn	encode	paired	False	0.34657302498817444	OutputType.RNA_SEQ			
CL:0011022 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:0011022	fibroblast of skin of back	primary_cell	embryonic	encode	single	False	0.7832281589508057	OutputType.RNA_SEQ			
CL:2000013 polyA plus RNA-seq	.	polyA plus RNA-seq	CL:2000013	fibroblast of skin of abdomen	primary_cell	embryonic	encode	single	False	0.6885204911231995	OutputType.RNA_SEQ			
CLO:0007045 polyA plus RNA-seq	.	polyA plus RNA-seq	CLO:0007045	Jurkat, Clone E6-1	cell_line	child	encode	single	False	1.3723630905151367	OutputType.RNA_SEQ			
EFO:0000572 gtex Cells_EBV-transformed_lymphocytes polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0000572	lymphoblast	tissue	adult	gtex	paired	False	0.06413153558969498	OutputType.RNA_SEQ	Cells_EBV-transformed_lymphocytes		
EFO:0001187 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0001187	HepG2	cell_line	child	encode	paired	False	0.2669706642627716	OutputType.RNA_SEQ			
EFO:0001203 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0001203	MCF-7	cell_line	adult	encode	paired	False	0.2495776116847992	OutputType.RNA_SEQ			
EFO:0002009 gtex Cells_Cultured_fibroblasts polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0002009	fibroblast derived cell line	tissue	adult	gtex	paired	False	0.05656168609857559	OutputType.RNA_SEQ	Cells_Cultured_fibroblasts		
EFO:0002067 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.24082602560520172	OutputType.RNA_SEQ			
EFO:0002713 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0002713	Panc1	cell_line	adult	encode	single	False	1.0050067901611328	OutputType.RNA_SEQ			
EFO:0002784 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0002784	GM12878	cell_line	adult	encode	paired	False	0.24893425405025482	OutputType.RNA_SEQ			
EFO:0002785 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0002785	GM12891	cell_line	unknown	encode	paired	False	0.2509686350822449	OutputType.RNA_SEQ			
EFO:0002786 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0002786	GM12892	cell_line	unknown	encode	paired	False	0.1818031668663025	OutputType.RNA_SEQ			
EFO:0002791 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0002791	HeLa-S3	cell_line	adult	encode	paired	False	0.2589356601238251	OutputType.RNA_SEQ			
EFO:0002824 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0002824	HCT116	cell_line	adult	encode	paired	False	0.3129168152809143	OutputType.RNA_SEQ			
EFO:0003042 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0003042	H1	cell_line	embryonic	encode	paired	False	0.19382283091545105	OutputType.RNA_SEQ			
EFO:0003072 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0003072	SK-N-SH	cell_line	child	encode	single	False	0.7414088845252991	OutputType.RNA_SEQ			
EFO:0005234 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0005234	PFSK-1	cell_line	child	encode	single	False	1.2181520462036133	OutputType.RNA_SEQ			
EFO:0005237 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0005237	U-87 MG	cell_line	adult	encode	single	False	1.1521613597869873	OutputType.RNA_SEQ			
EFO:0005714 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0005714	LHCN-M2	cell_line	adult	encode	paired	False	0.32134950160980225	OutputType.RNA_SEQ			
EFO:0005723 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0005723	GM23248	cell_line	adult	encode	single	False	0.43325719237327576	OutputType.RNA_SEQ			
EFO:0005725 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0005725	BE2C	cell_line	child	encode	single	False	0.8952913284301758	OutputType.RNA_SEQ			
EFO:0007950 polyA plus RNA-seq	.	polyA plus RNA-seq	EFO:0007950	GM23338	cell_line	adult	encode	single	False	0.21331246197223663	OutputType.RNA_SEQ			
EFO:0009747 total RNA-seq	.	total RNA-seq	EFO:0009747	WTC11	cell_line	adult	encode	paired	False	0.24785810708999634	OutputType.RNA_SEQ			
NTR:0000524 polyA plus RNA-seq	.	polyA plus RNA-seq	NTR:0000524	fibroblast of skin of scalp	primary_cell	embryonic	encode	single	False	0.7250751852989197	OutputType.RNA_SEQ			
UBERON:0000007 gtex Pituitary polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000007	pituitary gland	tissue	adult	gtex	paired	False	0.04781800135970116	OutputType.RNA_SEQ	Pituitary		
UBERON:0000059 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000059	large intestine	tissue	embryonic	encode	paired	False	0.14119458198547363	OutputType.RNA_SEQ			
UBERON:0000458 gtex Cervix_Endocervix polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000458	endocervix	tissue	adult	gtex	paired	False	0.11742750555276871	OutputType.RNA_SEQ	Cervix_Endocervix		
UBERON:0000473 gtex Testis polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000473	testis	tissue	adult	gtex	paired	False	0.03635135665535927	OutputType.RNA_SEQ	Testis		
UBERON:0000473 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000473	testis	tissue	embryonic	encode	single	False	0.7033047676086426	OutputType.RNA_SEQ			
UBERON:0000945 gtex Stomach polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000945	stomach	tissue	adult	gtex	paired	False	0.051221586763858795	OutputType.RNA_SEQ	Stomach		
UBERON:0000945 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000945	stomach	tissue	embryonic	encode	single	False	0.08617443591356277	OutputType.RNA_SEQ			
UBERON:0000948 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000948	heart	tissue	embryonic	encode	single	False	0.46738457679748535	OutputType.RNA_SEQ			
UBERON:0000992 gtex Ovary polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000992	ovary	tissue	adult	gtex	paired	False	0.054519396275281906	OutputType.RNA_SEQ	Ovary		
UBERON:0000992 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000992	ovary	tissue	embryonic	encode	single	False	0.418280690908432	OutputType.RNA_SEQ			
UBERON:0000995 gtex Uterus polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000995	uterus	tissue	adult	gtex	paired	False	0.059197694063186646	OutputType.RNA_SEQ	Uterus		
UBERON:0000996 gtex Vagina polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0000996	vagina	tissue	adult	gtex	paired	False	0.05682068690657616	OutputType.RNA_SEQ	Vagina		
UBERON:0001114 gtex Liver polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001114	right lobe of liver	tissue	adult	gtex	paired	False	0.06319103389978409	OutputType.RNA_SEQ	Liver		
UBERON:0001150 gtex Pancreas polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	gtex	paired	False	0.0555739589035511	OutputType.RNA_SEQ	Pancreas		
UBERON:0001157 gtex Colon_Transverse polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001157	transverse colon	tissue	adult	gtex	paired	False	0.049934789538383484	OutputType.RNA_SEQ	Colon_Transverse		
UBERON:0001159 gtex Colon_Sigmoid polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001159	sigmoid colon	tissue	adult	gtex	paired	False	0.0509834922850132	OutputType.RNA_SEQ	Colon_Sigmoid		
UBERON:0001211 gtex Small_Intestine_Terminal_Ileum polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001211	Peyer's patch	tissue	adult	gtex	paired	False	0.05497457832098007	OutputType.RNA_SEQ	Small_Intestine_Terminal_Ileum		
UBERON:0001224 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001224	renal pelvis	tissue	embryonic	encode	single	False	0.26900357007980347	OutputType.RNA_SEQ			
UBERON:0001225 gtex Kidney_Cortex polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001225	cortex of kidney	tissue	adult	gtex	paired	False	0.06602127104997635	OutputType.RNA_SEQ	Kidney_Cortex		
UBERON:0001255 gtex Bladder polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001255	urinary bladder	tissue	adult	gtex	paired	False	0.09805270284414291	OutputType.RNA_SEQ	Bladder		
UBERON:0001293 gtex Kidney_Medulla polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001293	outer medulla of kidney	tissue	adult	gtex	paired	False	0.18485306203365326	OutputType.RNA_SEQ	Kidney_Medulla		
UBERON:0001323 gtex Nerve_Tibial polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001323	tibial nerve	tissue	adult	gtex	paired	False	0.044805847108364105	OutputType.RNA_SEQ	Nerve_Tibial		
UBERON:0001383 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001383	muscle of leg	tissue	embryonic	encode	single	False	0.21778036653995514	OutputType.RNA_SEQ			
UBERON:0001496 gtex Artery_Aorta polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001496	ascending aorta	tissue	adult	gtex	paired	False	0.05127594247460365	OutputType.RNA_SEQ	Artery_Aorta		
UBERON:0001499 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001499	muscle of arm	tissue	embryonic	encode	paired	False	0.31494125723838806	OutputType.RNA_SEQ			
UBERON:0001621 gtex Artery_Coronary polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001621	coronary artery	tissue	adult	gtex	paired	False	0.0551995113492012	OutputType.RNA_SEQ	Artery_Coronary		
UBERON:0001774 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001774	muscle of trunk	tissue	embryonic	encode	paired	False	0.08671995252370834	OutputType.RNA_SEQ			
UBERON:0001870 gtex Brain_Cortex polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001870	frontal cortex	tissue	adult	gtex	paired	False	0.043324146419763565	OutputType.RNA_SEQ	Brain_Cortex		
UBERON:0001873 gtex Brain_Caudate_basal_ganglia polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001873	caudate nucleus	tissue	adult	gtex	paired	False	0.050032857805490494	OutputType.RNA_SEQ	Brain_Caudate_basal_ganglia		
UBERON:0001874 gtex Brain_Putamen_basal_ganglia polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001874	putamen	tissue	adult	gtex	paired	False	0.05428667739033699	OutputType.RNA_SEQ	Brain_Putamen_basal_ganglia		
UBERON:0001876 gtex Brain_Amygdala polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001876	amygdala	tissue	adult	gtex	paired	False	0.05657550320029259	OutputType.RNA_SEQ	Brain_Amygdala		
UBERON:0001882 gtex Brain_Nucleus_accumbens_basal_ganglia polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001882	nucleus accumbens	tissue	adult	gtex	paired	False	0.0499090738594532	OutputType.RNA_SEQ	Brain_Nucleus_accumbens_basal_ganglia		
UBERON:0001898 gtex Brain_Hypothalamus polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001898	hypothalamus	tissue	adult	gtex	paired	False	0.05152333900332451	OutputType.RNA_SEQ	Brain_Hypothalamus		
UBERON:0001954 gtex Brain_Hippocampus polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0001954	Ammon's horn	tissue	adult	gtex	paired	False	0.049906063824892044	OutputType.RNA_SEQ	Brain_Hippocampus		
UBERON:0002037 gtex Brain_Cerebellum polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002037	cerebellum	tissue	adult	gtex	paired	False	0.05265718325972557	OutputType.RNA_SEQ	Brain_Cerebellum		
UBERON:0002038 gtex Brain_Substantia_nigra polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002038	substantia nigra	tissue	adult	gtex	paired	False	0.062162790447473526	OutputType.RNA_SEQ	Brain_Substantia_nigra		
UBERON:0002046 gtex Thyroid polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002046	thyroid gland	tissue	adult	gtex	paired	False	0.04541570320725441	OutputType.RNA_SEQ	Thyroid		
UBERON:0002106 gtex Spleen polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002106	spleen	tissue	adult	gtex	paired	False	0.05477229878306389	OutputType.RNA_SEQ	Spleen		
UBERON:0002106 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002106	spleen	tissue	embryonic	encode	single	False	0.39663490653038025	OutputType.RNA_SEQ			
UBERON:0002107 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002107	liver	tissue	child,adult	encode	single	False	0.23851369321346283	OutputType.RNA_SEQ			
UBERON:0002108 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002108	small intestine	tissue	embryonic	encode	paired	False	0.14074227213859558	OutputType.RNA_SEQ			
UBERON:0002113 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002113	kidney	tissue	embryonic	encode	single	False	0.22629043459892273	OutputType.RNA_SEQ			
UBERON:0002167 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002167	right lung	tissue	embryonic	encode	single	False	0.1865345537662506	OutputType.RNA_SEQ			
UBERON:0002168 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002168	left lung	tissue	embryonic	encode	single	False	0.17341721057891846	OutputType.RNA_SEQ			
UBERON:0002190 gtex Adipose_Subcutaneous polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002190	subcutaneous adipose tissue	tissue	adult	gtex	paired	False	0.04698016494512558	OutputType.RNA_SEQ	Adipose_Subcutaneous		
UBERON:0002240 polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002240	spinal cord	tissue	embryonic	encode	single	False	0.303958535194397	OutputType.RNA_SEQ			
UBERON:0002245 gtex Brain_Cerebellar_Hemisphere polyA plus RNA-seq	.	polyA plus RNA-seq	UBERON:0002245	cerebellar hemisphere	tissue	adult	gtex	paired	False	0.055197425186634064	OutputType.RNA_SEQ	Brain_Cerebellar_Hemisphere		
